item_id,title_zh,title_en,previous_status,new_status,inferred_artists,inferred_domains,inferred_collection_urls,match_types,match_folders,match_paths
893aad54af49,炊烟倒入船,Smoke Pours into the Boat,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,filename,USED 05 artist_artron_guanpuxue,add pic/artist.artron.net/USED 05 artist_artron_guanpuxue/炊烟倒入船.jpg
df7b2dba5cdd,太庙,Imperial Ancestral Temple,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/太庙.jpg
8551ae7f80f7,亿万恩典拯救世界,Billions of Graces Save the World,no_collection_url_available,source_collection_inferred_from_local_title,Dags Vidulejs,artmajeur.com,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,translation_cache,USED 26 Dags Vidulejs,add pic/artmajeur.com/USED 26 Dags Vidulejs/_title_translation_cache.json
1ab9ad174c36,《大地歌谣》,Ode to the Earth,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《大地歌谣》.jpg
814713f5d813,竹石相依,Bamboo and Rock Harmony,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,filename,USED 07 artist_artron_mazhangcheng1-16,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng1-16/竹石相依.jpg
aadc301ec51c,景山,Scenic Mountain,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/景山.jpg
7c5ed693e0b8,《奇异空间》,Strange Space,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《奇异空间》.jpg
1b07328324b1,路漫漫,Long Journey,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/路漫漫.jpg
91f50c23fc2f,夜晚的紫,Purple Night,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/夜晚的紫.jpg
70f76e38d988,扬帆远航,Setting Sail,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,filename,USED 07 artist_artron_mazhangcheng1-16,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng1-16/扬帆远航.jpg
4f56f0d1a737,别有天地,Another World,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,阿丁,ading.artron.net,https://ading.artron.net/,filename,USED 02artist_artron_ading,add pic/artist.artron.net/USED 02artist_artron_ading/别有天地.jpg
385c5d207b62,海阔天空,Boundless Sky,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize1-5,add pic/artist.artron.net/USED 08 artist_artron_daize1-5/海阔天空.jpg
a211e992d223,人生的思考,Reflections on Life,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘; 海阳,mazhangcheng.artron.net; haiyang.artron.net,https://mazhangcheng.artron.net/; https://haiyang.artron.net/works_index_1,filename,USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang/人生的思考.jpg
f586cfcc206e,夜色（黑龙江畔）,Nightscape (Banks of the Heilongjiang),no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/夜色（黑龙江畔）.jpg
4672188789a7,哈尔滨街头,Harbin Streets,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/哈尔滨街头.jpg
eab52362c481,王家坪,Wangjiaping,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/王家坪.jpg
b116e801f0aa,呼吉野的家,Home of Yoshino,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘; 海阳,mazhangcheng.artron.net; haiyang.artron.net,https://mazhangcheng.artron.net/; https://haiyang.artron.net/works_index_1,filename,USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang/呼吉野的家.jpg
8d8a52eda4c8,东坡游春图,Dongpo's Spring Outing Painting,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,阿丁,ading.artron.net,https://ading.artron.net/,filename,USED 02artist_artron_ading,add pic/artist.artron.net/USED 02artist_artron_ading/东坡游春图.jpg
5424c12442b9,德格牧人家,Home of the Dege Shepherds,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/德格牧人家.jpg
646eedf4686c,青藤书屋,Green Vine Study,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/青藤书屋.jpg
87cb06976dd9,好山好水好风光,Beautiful Scenery,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/好山好水好风光.jpg
ba50703eec4d,玉树哈秀的野兔,Jade Tree Hare,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/玉树哈秀的野兔.jpg
913dcae8baba,拉萨街头,Streets of Lhasa,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/拉萨街头.jpg
5f8e665a317d,麦积山,Maijishan,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/麦积山.jpg
7555e5463b0c,播种,Sowing,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/播种.jpg
2fbe3007a8eb,《如梦似幻》,Dreamlike Illusion,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《如梦似幻》.jpg
2ba6937a648a,舍弃,Abandonment,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,岳敏君,yueminjun.artron.net,https://yueminjun.artron.net/,filename,USED 09 artist_artron_yueminjun,add pic/artist.artron.net/USED 09 artist_artron_yueminjun/舍弃.jpg
e0e97436525c,《举头三尺有神明》,"Three Feet Above, the Gods Observe",no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《举头三尺有神明》.jpg
e0d4ac4604b9,白荷,White Lotus,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,filename,USED 05 artist_artron_guanpuxue,add pic/artist.artron.net/USED 05 artist_artron_guanpuxue/白荷.jpg
15b49eba10c4,孩子,Child,no_collection_url_available,source_collection_inferred_from_local_title,Awe Haiwe,artmajeur.com,https://www.artmajeur.com/awe-haiwe?view=grid&collections%5B%5D=2197639,translation_cache,10 Awe Haiwe,add pic/artmajeur.com/10 Awe Haiwe/_title_translation_cache.json
58aefb5b0adb,生命之水,Water of Life,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize1-5,add pic/artist.artron.net/USED 08 artist_artron_daize1-5/生命之水.jpg
340c9bab3126,《生命密码》,Life Code,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《生命密码》.jpg
949c8e718b2a,数字战争,Digital War,no_collection_url_available,source_collection_inferred_from_local_title,Shepard Fairey,artmajeur.com,https://www.artmajeur.com/obey-shepard-fairey,translation_cache,11 Shepard Fairey,add pic/artmajeur.com/11 Shepard Fairey/_title_translation_cache.json
1446e96743ef,寒山暖阳,"Cold Mountain, Warm Sun",no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,filename,USED 05 artist_artron_guanpuxue,add pic/artist.artron.net/USED 05 artist_artron_guanpuxue/寒山暖阳.jpg
279e5c21ae3e,白牡丹,White Peony,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,filename,USED 05 artist_artron_guanpuxue,add pic/artist.artron.net/USED 05 artist_artron_guanpuxue/白牡丹.jpg
bcbe8c65a6bf,时光,Time,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/时光.jpg
f3251ed259cd,从大鱼岛出发,Departing from Big Fish Island,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize1-5,add pic/artist.artron.net/USED 08 artist_artron_daize1-5/从大鱼岛出发.jpg
a7f82c4a070a,老工人,Old Worker,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/老工人.jpg
b7b81ddca3a5,圣水洗涤,Holy Water Cleansing,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/圣水洗涤.jpg
3c9de05cf444,《秘异空间》,Secret Space,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《秘异空间》.jpg
de3803386951,遥远的孩子,Distant Child,no_collection_url_available,source_collection_inferred_from_local_title,Oluwapelumi Olaosun,artmajeur.com,https://www.artmajeur.com/oluwapelumi-olaosun?view=grid&collections%5B%5D=2301889,translation_cache,USED 01 Oluwapelumi Olaosun,add pic/artmajeur.com/USED 01 Oluwapelumi Olaosun/_title_translation_cache.json
f899ee99ca43,风景这边独好,The Scenery Here Is Uniquely Beautiful,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/风景这边独好.jpg
7aaac1e1c8c4,洗礼归来,Baptism Return,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/洗礼归来.jpg
e5ed6f14235a,月是故乡明,The Moon Shines Brighter in My Hometown,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,陈可之,chenkezhi.artron.net,https://chenkezhi.artron.net/works_index_1,filename,18 artist_artistweb_陈可之,add pic/artist.artron.net/18 artist_artistweb_陈可之/月是故乡明.jpg
185461e8cdb2,玛曲街景,Street Scene in Maqu,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/玛曲街景.jpg
e6b6b08832f1,村口的小白马,Little White Horse at the Village Entrance,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘; 海阳,mazhangcheng.artron.net; haiyang.artron.net,https://mazhangcheng.artron.net/; https://haiyang.artron.net/works_index_1,filename,USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang/村口的小白马.jpg
