item_id,title_zh,title_en,match_status,candidate_count,candidate_artists_or_collections,candidate_domains,candidate_source_page_urls,candidate_titles
6ed0817ace1c,至暗时刻,Darkest Hour,exact_single,1,,,,至暗时刻
43424ef93c33,夜宴,Night Banquet,exact_single,1,焦小健,baike.artron.net,https://baike.artron.net/artist?id=1958,夜宴
8878fac415a0,腊冬雪韵,Winter Snow Charm,unmatched,0,,,,
dd86e837c63d,奶香四溢,Milky Aroma,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,奶香四溢
d9012a023c02,白沙滩的童年物语,Childhood Tales of the White Sand Beach,exact_single,1,,,,白沙滩的童年物语
edc19e73b81e,此路不通,Dead End,unmatched,0,,,,
b073dc191b4c,归真园,Garden of Return to Truth,exact_single,1,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,归真园
498b53dc5cbb,北方,North,exact_single,1,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,北方
eb62df0eaf42,瘟疫降临,The Plague Arrives,exact_single,1,,,,瘟疫降临
867b4a6c8fbe,痛苦,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,痛苦
d151d21d8c93,快乐舞蹈,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,快乐舞蹈
bf2f00b783de,王府井教堂,Wangfujing Cathedral,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,王府井教堂
fd5edd2aa3ce,自然之路,,exact_single,1,Alex Senchenko,artmajeur.com,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,自然之路
cb4e436c421a,丛林夜停,,unmatched,0,,,,
ac85439bbd31,痛苦的个性解体,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,痛苦的个性解体
c4f3be0a5f43,《天堂运动会》,Heavenly Games,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,《天堂运动会》
577062aa1b17,身体与灵魂,Body and Soul,exact_single,1,,,,身体与灵魂
7a7fbbe27bf0,永恒的遗憾,Eternal Regret,exact_single,1,,,,永恒的遗憾
08915938087b,《金色童年》,Golden Childhood,ambiguous,2,毛锎; 韩玉臣,hanyuchen.artron.net; maokaiart.com,http://www.maokaiart.com/; https://hanyuchen.artron.net/,《金色童年》; 金色童年
045cf7836f97,月季,Rose,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,月季
5a602c054c4b,红房子,Red House,ambiguous,2,党中华; 管朴学,artist.artron.net; guanpuxue.artron.net,https://artist.artron.net/artists314; https://guanpuxue.artron.net/,红房子
712e746c036e,骑猪的小男孩,Boy Riding a Pig,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,骑猪的小男孩
03c4c09931d2,幸福的小鸟,Happy Little Bird,exact_single,1,Picrate,artmajeur.com,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,幸福的小鸟
d86a6c68da14,甜美花园,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,甜美花园
be1261ccc390,古法航行,Ancient Navigation,exact_single,1,Picrate,artmajeur.com,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,古法航行
03811fde9e80,《童年》油画,Childhood,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,《童年》油画
4950385295e8,只剩下欧洲，再次是革命,,exact_single,1,Dags Vidulejs,artmajeur.com,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,只剩下欧洲，再次是革命
6095f4d7a743,在山丘上行走,,exact_single,1,Igor Shulman,artmajeur.com,https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191,在山丘上行走
d9a173e1628b,作为整体的一部分,Part of the Whole,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,作为整体的一部分
6abb98850d1e,子非鱼安知鱼之乐,How Can You Know the Joy of Fish?,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,子非鱼安知鱼之乐
f1a49f8b0fc8,河上的日出,,exact_single,1,Nga Tran,artmajeur.com,https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,河上的日出
c79edaa50db2,《天外来客》,Visitor from Beyond,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,《天外来客》
63f2d0524afc,陨石,Meteorite,exact_single,1,,,,陨石
1b88d140f870,失落星辰的追寻,,exact_single,1,Chloe Kaemmerer,artmajeur.com,https://www.artmajeur.com/chloe-kaemmerer?view=grid&collections%5B%5D=2320546,失落星辰的追寻
530bdc8efbc0,闇谷,Dark Valley,exact_single,1,尘三,artist.artron.net,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,闇谷
e2bcfbd50bd1,游戏,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,游戏
3f4d866d8210,繁茂,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,繁茂
5c8a823a1628,自然的脉动,,exact_single,1,Alex Senchenko,artmajeur.com,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,自然的脉动
27ed1b1b7073,离谱的红色残余,Absurd Red Remnants,exact_single,1,,,,离谱的红色残余
fc6792dea129,跑,Run,exact_single,1,,,,跑
f2fc6edc033e,清幽,Tranquility,exact_single,1,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,清幽
5a5b370a1336,寺庙高严,Majestic Temple,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,寺庙高严
d0ed824d516f,压力,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,压力
7fd15d3da690,重庆梯归,Chongqing Steps Home,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,重庆梯归
a9ede2db8793,喜悦,,exact_single,1,Annabelle Amory,artmajeur.com,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,喜悦
115e1244e766,移民入侵,Immigrant Invasion,exact_single,1,,,,移民入侵
631328243339,入侵者,Intruder,exact_single,1,,,,入侵者
07bdaa59625a,整个宇宙,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,整个宇宙
ef4b4bde1c17,加油泵,Fuel Pump,exact_single,1,,,,加油泵
39873a36bcf9,胜利之步,,exact_single,1,Manolis Maridakis,artmajeur.com,https://www.artmajeur.com/manolis-maridakis?view=grid&collections%5B%5D=2471758,胜利之步
41e97cfdcf7d,奉献,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,奉献
e0b220b5846c,梦里的柠檬,,exact_single,1,Claire Denarie-Soffietti,artmajeur.com,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,梦里的柠檬
92fd1878563d,国色天香,National Beauty and Heavenly Fragrance,exact_single,1,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,国色天香
143995e0f218,黑夜里的黑猫,Black Cat in the Night,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,黑夜里的黑猫
4d377634cd30,不可能的邂逅,Impossible Encounter,exact_single,1,,,,不可能的邂逅
42f559ba1e60,大地&有意味的形 (2),Earth & Meaningful Form (2),exact_single,1,,,,大地&有意味的形 (2)
d02da722fbc0,大众娱乐,Mass Entertainment,exact_single,1,焦小健,baike.artron.net,https://baike.artron.net/artist?id=1958,大众娱乐
88341da6f333,耸山云闲,Clouds Resting on Lofty Mountains,exact_single,1,尘三,artist.artron.net,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,耸山云闲
f862fe0b370a,灰城-微光,Gray City - Glimmer,exact_single,1,铁心,tiexin.artron.net,https://tiexin.artron.net/,灰城-微光
b2e9ba943c98,治愈者也需要治愈,,exact_single,1,Ganiyat Abdulazeez,artmajeur.com,https://www.artmajeur.com/ganiyat-abdulazeez?view=grid&collections%5B%5D=2121668,治愈者也需要治愈
85f90c5f8af2,力量,Strength,exact_single,1,,,,力量
a4e6fec56298,芙蓉葵,Hibiscus,exact_single,1,岳敏君,yueminjun.artron.net,https://yueminjun.artron.net/,芙蓉葵
9d7a11e43bc7,吉祥长白山 (2),Auspicious Changbai Mountain (2),exact_single,1,,,,吉祥长白山 (2)
9d10103ab892,水边人家,Waterside Dwellings,exact_single,1,苏阳阳,artist.artron.net,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,水边人家
8a3efc48d07b,舞者,Dancer,exact_single,1,,,,舞者
632097cca1de,母亲斯瓦,,exact_single,1,Bogdan Dide,artmajeur.com,https://www.artmajeur.com/bogdan-dide?view=grid&collections%5B%5D=1714582,母亲斯瓦
07d027dd41c4,阳光中的故事,Story in the Sunlight,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,阳光中的故事
249f7c52bd5d,以梦为马,Ride the Dream,unmatched,0,,,,
748bb34ebcd9,一个错误,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,一个错误
799739f79c3f,抓住公牛的角,,exact_single,1,Antoine Alran,artmajeur.com,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799,抓住公牛的角
2d6a67998ee2,老胡同别有洞天,Hidden Charms of Old Hutongs,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,老胡同别有洞天
fc9b38daa21c,寂,Silence,exact_single,1,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,寂
2bed6c4e4715,我保护你，我的儿子,"I Protect You, My Son",exact_single,1,,,,我保护你，我的儿子
5b11d0fc4518,分裂的人,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,分裂的人
23ec133d3d4e,圣泉云烟,Sacred Spring Mist,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,圣泉云烟
fa62a47efda1,愚人类,,unmatched,0,,,,
9aa30ffddf51,和平与混沌,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,和平与混沌
e160446a1747,占有,Possession,exact_single,1,,,,占有
752d3ecc01d4,他的秘密信息未被听见,His Secret Message Unheard,exact_single,1,,,,他的秘密信息未被听见
8f247532821e,拆,Dismantle,exact_single,1,,,,拆
6e0c819329e8,走向牧场,Heading to the Pasture,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,走向牧场
788ab7182de5,老佟与列宁,Old Tong and Lenin,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,老佟与列宁
72a90ad97372,神往,Yearning,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,神往
331d1e490982,嗷叫,Howl,exact_single,1,,,,嗷叫
11ea18f629ba,当时间成为偶像,When Time Becomes an Idol,exact_single,1,Oluwapelumi Olaosun,artmajeur.com,https://www.artmajeur.com/oluwapelumi-olaosun?view=grid&collections%5B%5D=2301889,当时间成为偶像
01293d780b87,君子大成,Noble Perfection,exact_single,1,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,君子大成
5d2e000b99ed,沉重的行李箱,,exact_single,1,Igor Shulman,artmajeur.com,https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191,沉重的行李箱
a23cc0280622,红色文艺复兴,,exact_single,1,Viktor Sheleg,artmajeur.com,https://www.artmajeur.com/zh/yi-shu-pin?hybrid_query=%20Viktor%20Sheleg%20,红色文艺复兴
7a67b7debe77,姐妹之爱,,exact_single,1,Ganiyat Abdulazeez,artmajeur.com,https://www.artmajeur.com/ganiyat-abdulazeez?view=grid&collections%5B%5D=2121668,姐妹之爱
e69a9936e666,描绘圆圈,Depicting Circles,exact_single,1,,,,描绘圆圈
a16ab781ce1e,春消息,Spring Tidings,exact_single,1,苏阳阳,artist.artron.net,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,春消息
982beaefa8b9,缓解,,exact_single,1,Annabelle Amory,artmajeur.com,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,缓解
50812cd43d44,古峰临泽,Ancient Peaks Over Streams,exact_single,1,尘三,artist.artron.net,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,古峰临泽
590fa755bc93,安静,,exact_single,1,Claire Denarie-Soffietti,artmajeur.com,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,安静
efe5131a57bc,哺乳动物,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,哺乳动物
ff71212c1d6f,如铅般的滋味,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,如铅般的滋味
cf6b89c7b86b,往昔的记忆,,exact_single,1,Ganiyat Abdulazeez,artmajeur.com,https://www.artmajeur.com/ganiyat-abdulazeez?view=grid&collections%5B%5D=2121668,往昔的记忆
42a87679d424,农民小组会,Farmers' Group Meeting,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,农民小组会
789c11c8dbf2,山水,Landscape,exact_single,1,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,山水
9f87604a5cec,过渡期,Transition Period,exact_single,1,Oluwapelumi Olaosun,artmajeur.com,https://www.artmajeur.com/oluwapelumi-olaosun?view=grid&collections%5B%5D=2301889,过渡期
ed50f3c2a5b9,疯狂的人,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,疯狂的人
4608fd34f358,美丽的白癜风女士,,exact_single,1,Ganiyat Abdulazeez,artmajeur.com,https://www.artmajeur.com/ganiyat-abdulazeez?view=grid&collections%5B%5D=2121668,美丽的白癜风女士
2ea9c1d217a9,天边草原的来客,Visitor from the Distant Grassland,unmatched,0,,,,
ecd948f21ee2,舒服的猫,Comfortable Cat,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,舒服的猫
e85d3cc44e5a,绿之奏鸣曲,Green Sonata,exact_single,1,尘三,artist.artron.net,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,绿之奏鸣曲
5b06712435a5,北海团城,Beihai Round City,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,北海团城
14d14c27e978,幽灵,Phantom,exact_single,1,,,,幽灵
4bf5c821834c,北京平原,Beijing Plains,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,北京平原
6810b355f688,月下独钓图,Fishing Alone Under the Moon,exact_single,1,阿丁,ading.artron.net,https://ading.artron.net/,月下独钓图
6a967efc3802,抗议,Protest,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,抗议
6195aa32b2eb,夜之眼,Eye of the Night,exact_single,1,,,,夜之眼
d5932764f0aa,《泪海》,Sea of Tears,exact_single,1,苏阳阳,artist.artron.net,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,《泪海》
abc40582ad32,正义,Justice,exact_single,1,,,,正义
23bc9e46b629,如果我存在,,exact_single,1,Elisa De Montis,artmajeur.com,https://www.artmajeur.com/elisa-de-montis?view=grid&collections%5B%5D=2450866,如果我存在
f6c940900d0f,向太阳致敬,Salute to the Sun,exact_single,1,,,,向太阳致敬
ba881c5ae274,鸡里有激素,Hormones in the Chicken,exact_single,1,,,,鸡里有激素
c5c336fbf19a,浪漫奇克,,exact_single,1,Chloe Kaemmerer,artmajeur.com,https://www.artmajeur.com/chloe-kaemmerer?view=grid&collections%5B%5D=2320546,浪漫奇克
b78ff877a732,重聚亲人,Family Reunion,exact_single,1,Picrate,artmajeur.com,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,重聚亲人
0106d8494646,侦查甲壳虫,Reconnaissance Beetle,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,侦查甲壳虫
6535fb86d150,西藏门巴族的小屋,Hut of the Monba People in Tibet,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,西藏门巴族的小屋
f3ed98efeb12,暴雨来临之前,Before the Storm,exact_single,1,海阳,haiyang.artron.net,https://haiyang.artron.net/works_index_1,暴雨来临之前
60bbc823c06c,君子之风,Noble Virtue,exact_single,1,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,君子之风
fa877f8b0325,《荷塘追梦系列之八》,Pursuing Dreams in the Lotus Pond Series No. 8,exact_single,1,铁心,tiexin.artron.net,https://tiexin.artron.net/,《荷塘追梦系列之八》
0230024c3033,曾经的故事,Past Stories,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,曾经的故事
336ff7e5ccf8,记忆,,unmatched,0,,,,
123e3b04176b,树上的诗人,Poet in the Tree,exact_single,1,,,,树上的诗人
670c9e355f02,历史仍在继续,History Continues,exact_single,1,Picrate,artmajeur.com,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,历史仍在继续
9fd8b50fced7,沧浪之石,Stone of the Canglang,exact_single,1,,,,沧浪之石
9bd8813df63d,太行山下,Beneath the Taihang Mountains,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,太行山下
83a6e1055dff,静默力量,,exact_single,1,Bogdan Dide,artmajeur.com,https://www.artmajeur.com/bogdan-dide?view=grid&collections%5B%5D=1714582,静默力量
d9f5f942c824,骄傲,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,骄傲
fdef53084dda,日出,Sunrise,exact_single,1,,,,日出
1d28721e715a,水乡小镇,Waterside Town,exact_single,1,苏阳阳,artist.artron.net,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,水乡小镇
53c456dcc8c5,空间地标,Spatial Landmark,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,空间地标
42719eb12cd8,魔法之夜,Magic Night,exact_single,1,,,,魔法之夜
00ee7ace34be,朋友间的钓鱼游戏,Fishing Game Among Friends,exact_single,1,Picrate,artmajeur.com,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,朋友间的钓鱼游戏
4e9b28043484,冬季,,ambiguous,3,Annabelle Amory; Giancarlo Colombo; 党中华,artist.artron.net; artmajeur.com,https://artist.artron.net/artists314; https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842; https://www.artmajeur.com/giancarlo-colombo?view=grid&collections%5B%5D=2426074,冬季
a232f0ae3120,憧憬,Longing,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,憧憬
27a5455d0df0,新波普 1,,exact_single,1,Jean Luc Michon,artmajeur.com,https://www.artmajeur.com/jean-luc-michon?view=grid&collections%5B%5D=2220361,新波普 1
c97b54472654,植物夜曲,,exact_single,1,Elisa De Montis,artmajeur.com,https://www.artmajeur.com/elisa-de-montis?view=grid&collections%5B%5D=2450866,植物夜曲
a091be5aafe2,生命的最后一天,,exact_single,1,Igor Shulman,artmajeur.com,https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191,生命的最后一天
8e74b6358482,无色鹦鹉,Colorless Parrot,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,无色鹦鹉
1326b9be9daf,绿色和谐,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,绿色和谐
0f4e949d7fb4,童年的气息,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,童年的气息
bb1d425f0631,老人的幼稚悲伤,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,老人的幼稚悲伤
4cfa5d634d89,沙坪坝,Shapingba,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,沙坪坝
c1fd207b005e,梦中的地方,,exact_single,1,Claire Denarie-Soffietti,artmajeur.com,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,梦中的地方
4affcc120492,休憩,Repose,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,休憩
54ca36a15c14,艾中信先生,Mr. Ai Zhongxin,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,艾中信先生
080e3d2b16d1,马兰村的小姑娘,The Little Girl from Malan Village,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,马兰村的小姑娘
81a96f053e8f,帆,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,帆
183674d32892,摔跤者,Wrestler,exact_single,1,,,,摔跤者
c4013276a121,所有的表演都有结束！,Every Performance Has an End!,exact_single,1,,,,所有的表演都有结束！
71262447b9c5,生活,Life,exact_single,1,,,,生活
c17bb6b8e44e,光的闪耀,,unmatched,0,,,,
c19529de59b1,母爱(1),Maternal Love (1),exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,母爱(1)
65c87f971f0a,小恶魔的玩具,,unmatched,0,,,,
0fb2edbb4285,卡特兰海滩,Catalan Beach,exact_single,1,,,,卡特兰海滩
d6733b01bc37,在肩头的一角,On the Corner of the Shoulder,exact_single,1,Picrate,artmajeur.com,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,在肩头的一角
278e7fc8093e,美丽的邂逅（波普艺术系列）,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,美丽的邂逅（波普艺术系列）
0a54c75717ec,几乎某种东西,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,几乎某种东西
264c9ff6dc63,潮流,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,潮流
7c548d73776a,困局,Predicament,exact_single,1,,,,困局
0b7ce89bacbf,随它去！,Let It Go!,exact_single,1,,,,随它去！
ca42e95c3b3b,岁月悠悠,The Passage of Time,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,岁月悠悠
5e63a0d80f1f,新家的诞生,Birth of a New Home,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,新家的诞生
f1e60bf147cb,困惑,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,困惑
074618c0df66,百丈飞泉,Hundred-Foot Waterfall,exact_single,1,阿丁,ading.artron.net,https://ading.artron.net/,百丈飞泉
1f30ff99f96b,米开朗基罗的海岸幻影,Michelangelo's Coastal Phantom,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,米开朗基罗的海岸幻影
9b6d4abbdc6d,秋收,Autumn Harvest,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,秋收
bea7ee674fa1,开心的狗,Happy Dog,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,开心的狗
2b70b23d92f2,《苍穹》,Firmament,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,《苍穹》
971d6817ce95,壮山,Majestic Mountain,exact_single,1,尘三,artist.artron.net,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,壮山
021ccbdcfcdc,《有格调》,Sophisticated,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,《有格调》
4ae8128f6886,藏匿游戏,,exact_single,1,Claire Denarie-Soffietti,artmajeur.com,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,藏匿游戏
3a4939593c36,在我皮肤上,,exact_single,1,Annabelle Amory,artmajeur.com,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,在我皮肤上
007cddd25db4,创世纪,Genesis,exact_single,1,Oluwapelumi Olaosun,artmajeur.com,https://www.artmajeur.com/oluwapelumi-olaosun?view=grid&collections%5B%5D=2301889,创世纪
8b65e0c18de3,早市,,ambiguous,2,Nga Tran; 党中华,artist.artron.net; artmajeur.com,https://artist.artron.net/artists314; https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,早市
b060131fcfd8,最后的酒吧,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,最后的酒吧
72a078c649f4,南尼巴,Nanny Bar,exact_single,1,,,,南尼巴
f842d398a03b,感知的天界线索,,exact_single,1,Bogdan Dide,artmajeur.com,https://www.artmajeur.com/bogdan-dide?view=grid&collections%5B%5D=1714582,感知的天界线索
c82ef27f1f7e,喜迎东方日出,Welcoming the Eastern Sunrise,exact_single,1,,,,喜迎东方日出
8e6c65fee62a,兰心如君子,Orchid Heart Like a Gentleman,exact_single,1,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,兰心如君子
be2e4aa15c3e,阳光,,ambiguous,2,Claire Denarie-Soffietti; 党中华,artist.artron.net; artmajeur.com,https://artist.artron.net/artists314; https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,阳光
30ce1b91bbc2,孩子与蓝鸟,Child and Bluebird,exact_single,1,,,,孩子与蓝鸟
150d2290490e,懂得如何着手,Knowing How to Begin,exact_single,1,,,,懂得如何着手
cd4dd577dc2a,反向的鱼,Fish in Reverse,exact_single,1,,,,反向的鱼
0e1d769d2be4,穿着古老服装的女人,Woman in Ancient Attire,exact_single,1,,,,穿着古老服装的女人
18736aee017b,海滩日,,exact_single,1,Ta,artmajeur.com,https://www.artmajeur.com/ta00?view=grid&collections%5B0%5D=2214331&page=1,海滩日
b8c12223ba60,松江水镇,Songjiang Water Town,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,松江水镇
86f653917ec2,成都青羊宫茶馆,"Teahouse at Qingyang Palace, Chengdu",exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,成都青羊宫茶馆
4fa23acb4c42,当中国觉醒，整个世界将颤抖,"When China Awakens, the World Will Tremble",exact_single,1,,,,当中国觉醒，整个世界将颤抖
436d3a4b0b8d,感知回望,,exact_single,1,Ta,artmajeur.com,https://www.artmajeur.com/ta00?view=grid&collections%5B0%5D=2214331&page=1,感知回望
a21c1775247d,七位王子,,exact_single,1,Elisa De Montis,artmajeur.com,https://www.artmajeur.com/elisa-de-montis?view=grid&collections%5B%5D=2450866,七位王子
